input,output,category_name,operations
médico,rotcod,translate_sp_eng_reverse,translate_sp_eng+reverse
enfermera,esrun,translate_sp_eng_reverse,translate_sp_eng+reverse
abogado,reywal,translate_sp_eng_reverse,translate_sp_eng+reverse
policía,ecilop,translate_sp_eng_reverse,translate_sp_eng+reverse
soldado,reidlos,translate_sp_eng_reverse,translate_sp_eng+reverse
granjero,remraf,translate_sp_eng_reverse,translate_sp_eng+reverse
trabajador,rekrow,translate_sp_eng_reverse,translate_sp_eng+reverse
artista,tsitra,translate_sp_eng_reverse,translate_sp_eng+reverse
músico,naicisum,translate_sp_eng_reverse,translate_sp_eng+reverse
cantante,regnis,translate_sp_eng_reverse,translate_sp_eng+reverse
hola,h,translate_sp_eng_first,translate_sp_eng+first_letter
adiós,g,translate_sp_eng_first,translate_sp_eng+first_letter
gracias,t,translate_sp_eng_first,translate_sp_eng+first_letter
por favor,p,translate_sp_eng_first,translate_sp_eng+first_letter
sí,y,translate_sp_eng_first,translate_sp_eng+first_letter
agua,w,translate_sp_eng_first,translate_sp_eng+first_letter
casa,h,translate_sp_eng_first,translate_sp_eng+first_letter
gato,c,translate_sp_eng_first,translate_sp_eng+first_letter
perro,d,translate_sp_eng_first,translate_sp_eng+first_letter
buenos días,g,translate_sp_eng_first,translate_sp_eng+first_letter
buenas tardes,g,translate_sp_eng_first,translate_sp_eng+first_letter
buenas noches,g,translate_sp_eng_first,translate_sp_eng+first_letter
cómo estás,h,translate_sp_eng_first,translate_sp_eng+first_letter
te quiero,I,translate_sp_eng_first,translate_sp_eng+first_letter
amigo,f,translate_sp_eng_first,translate_sp_eng+first_letter
familia,f,translate_sp_eng_first,translate_sp_eng+first_letter
comida,f,translate_sp_eng_first,translate_sp_eng+first_letter
libro,b,translate_sp_eng_first,translate_sp_eng+first_letter
coche,c,translate_sp_eng_first,translate_sp_eng+first_letter
árbol,t,translate_sp_eng_first,translate_sp_eng+first_letter
flor,f,translate_sp_eng_first,translate_sp_eng+first_letter
sol,s,translate_sp_eng_first,translate_sp_eng+first_letter
luna,m,translate_sp_eng_first,translate_sp_eng+first_letter
estrella,s,translate_sp_eng_first,translate_sp_eng+first_letter
pan,b,translate_sp_eng_first,translate_sp_eng+first_letter
queso,c,translate_sp_eng_first,translate_sp_eng+first_letter
vino,w,translate_sp_eng_first,translate_sp_eng+first_letter
té,t,translate_sp_eng_first,translate_sp_eng+first_letter
leche,m,translate_sp_eng_first,translate_sp_eng+first_letter
azúcar,s,translate_sp_eng_first,translate_sp_eng+first_letter
sal,s,translate_sp_eng_first,translate_sp_eng+first_letter
pimienta,p,translate_sp_eng_first,translate_sp_eng+first_letter
mesa,t,translate_sp_eng_first,translate_sp_eng+first_letter
silla,c,translate_sp_eng_first,translate_sp_eng+first_letter
puerta,d,translate_sp_eng_first,translate_sp_eng+first_letter
ventana,w,translate_sp_eng_first,translate_sp_eng+first_letter
calle,s,translate_sp_eng_first,translate_sp_eng+first_letter
ciudad,c,translate_sp_eng_first,translate_sp_eng+first_letter
país,c,translate_sp_eng_first,translate_sp_eng+first_letter
mundo,w,translate_sp_eng_first,translate_sp_eng+first_letter
tiempo,t,translate_sp_eng_first,translate_sp_eng+first_letter
día,d,translate_sp_eng_first,translate_sp_eng+first_letter
noche,n,translate_sp_eng_first,translate_sp_eng+first_letter
semana,w,translate_sp_eng_first,translate_sp_eng+first_letter
mes,m,translate_sp_eng_first,translate_sp_eng+first_letter
año,y,translate_sp_eng_first,translate_sp_eng+first_letter
hoy,t,translate_sp_eng_first,translate_sp_eng+first_letter
mañana,t,translate_sp_eng_first,translate_sp_eng+first_letter
ayer,y,translate_sp_eng_first,translate_sp_eng+first_letter
niño,c,translate_sp_eng_first,translate_sp_eng+first_letter
escuela,s,translate_sp_eng_first,translate_sp_eng+first_letter
estudiante,s,translate_sp_eng_first,translate_sp_eng+first_letter
profesor,t,translate_sp_eng_first,translate_sp_eng+first_letter
manzana,a,translate_sp_eng_first,translate_sp_eng+first_letter
naranja,o,translate_sp_eng_first,translate_sp_eng+first_letter
pez,f,translate_sp_eng_first,translate_sp_eng+first_letter
pájaro,b,translate_sp_eng_first,translate_sp_eng+first_letter
caballo,h,translate_sp_eng_first,translate_sp_eng+first_letter
carta,l,translate_sp_eng_first,translate_sp_eng+first_letter
palabra,w,translate_sp_eng_first,translate_sp_eng+first_letter
frase,s,translate_sp_eng_first,translate_sp_eng+first_letter
página,p,translate_sp_eng_first,translate_sp_eng+first_letter
música,m,translate_sp_eng_first,translate_sp_eng+first_letter
canción,s,translate_sp_eng_first,translate_sp_eng+first_letter
baile,d,translate_sp_eng_first,translate_sp_eng+first_letter
juego,g,translate_sp_eng_first,translate_sp_eng+first_letter
deporte,s,translate_sp_eng_first,translate_sp_eng+first_letter
pelota,b,translate_sp_eng_first,translate_sp_eng+first_letter
mano,h,translate_sp_eng_first,translate_sp_eng+first_letter
pie,f,translate_sp_eng_first,translate_sp_eng+first_letter
cabeza,h,translate_sp_eng_first,translate_sp_eng+first_letter
ojo,e,translate_sp_eng_first,translate_sp_eng+first_letter
oreja,e,translate_sp_eng_first,translate_sp_eng+first_letter
nariz,n,translate_sp_eng_first,translate_sp_eng+first_letter
boca,m,translate_sp_eng_first,translate_sp_eng+first_letter
corazón,h,translate_sp_eng_first,translate_sp_eng+first_letter
cerebro,b,translate_sp_eng_first,translate_sp_eng+first_letter
cuerpo,b,translate_sp_eng_first,translate_sp_eng+first_letter
rojo,r,translate_sp_eng_first,translate_sp_eng+first_letter
azul,b,translate_sp_eng_first,translate_sp_eng+first_letter
verde,g,translate_sp_eng_first,translate_sp_eng+first_letter
amarillo,y,translate_sp_eng_first,translate_sp_eng+first_letter
negro,b,translate_sp_eng_first,translate_sp_eng+first_letter
blanco,w,translate_sp_eng_first,translate_sp_eng+first_letter
morado,p,translate_sp_eng_first,translate_sp_eng+first_letter
rosa,p,translate_sp_eng_first,translate_sp_eng+first_letter
gris,g,translate_sp_eng_first,translate_sp_eng+first_letter
marrón,b,translate_sp_eng_first,translate_sp_eng+first_letter
grande,b,translate_sp_eng_first,translate_sp_eng+first_letter
pequeño,s,translate_sp_eng_first,translate_sp_eng+first_letter
caliente,h,translate_sp_eng_first,translate_sp_eng+first_letter
frío,c,translate_sp_eng_first,translate_sp_eng+first_letter
nuevo,n,translate_sp_eng_first,translate_sp_eng+first_letter
viejo,o,translate_sp_eng_first,translate_sp_eng+first_letter
bueno,g,translate_sp_eng_first,translate_sp_eng+first_letter
malo,b,translate_sp_eng_first,translate_sp_eng+first_letter
feliz,h,translate_sp_eng_first,translate_sp_eng+first_letter
triste,s,translate_sp_eng_first,translate_sp_eng+first_letter
rápido,f,translate_sp_eng_first,translate_sp_eng+first_letter
lento,s,translate_sp_eng_first,translate_sp_eng+first_letter
fuerte,s,translate_sp_eng_first,translate_sp_eng+first_letter
débil,w,translate_sp_eng_first,translate_sp_eng+first_letter
hermoso,b,translate_sp_eng_first,translate_sp_eng+first_letter
feo,u,translate_sp_eng_first,translate_sp_eng+first_letter
joven,y,translate_sp_eng_first,translate_sp_eng+first_letter
rico,r,translate_sp_eng_first,translate_sp_eng+first_letter
pobre,p,translate_sp_eng_first,translate_sp_eng+first_letter
limpio,c,translate_sp_eng_first,translate_sp_eng+first_letter
sucio,d,translate_sp_eng_first,translate_sp_eng+first_letter
fácil,e,translate_sp_eng_first,translate_sp_eng+first_letter
difícil,d,translate_sp_eng_first,translate_sp_eng+first_letter
largo,l,translate_sp_eng_first,translate_sp_eng+first_letter
corto,s,translate_sp_eng_first,translate_sp_eng+first_letter
alto,h,translate_sp_eng_first,translate_sp_eng+first_letter
bajo,l,translate_sp_eng_first,translate_sp_eng+first_letter
ancho,w,translate_sp_eng_first,translate_sp_eng+first_letter
estrecho,n,translate_sp_eng_first,translate_sp_eng+first_letter
pesado,h,translate_sp_eng_first,translate_sp_eng+first_letter
ligero,l,translate_sp_eng_first,translate_sp_eng+first_letter
lleno,f,translate_sp_eng_first,translate_sp_eng+first_letter
vacío,e,translate_sp_eng_first,translate_sp_eng+first_letter
derecho,r,translate_sp_eng_first,translate_sp_eng+first_letter
izquierdo,l,translate_sp_eng_first,translate_sp_eng+first_letter
arriba,u,translate_sp_eng_first,translate_sp_eng+first_letter
abajo,d,translate_sp_eng_first,translate_sp_eng+first_letter
dentro,i,translate_sp_eng_first,translate_sp_eng+first_letter
fuera,o,translate_sp_eng_first,translate_sp_eng+first_letter
frente,f,translate_sp_eng_first,translate_sp_eng+first_letter
atrás,b,translate_sp_eng_first,translate_sp_eng+first_letter
cerca,n,translate_sp_eng_first,translate_sp_eng+first_letter
lejos,f,translate_sp_eng_first,translate_sp_eng+first_letter
primero,f,translate_sp_eng_first,translate_sp_eng+first_letter
último,l,translate_sp_eng_first,translate_sp_eng+first_letter
abierto,o,translate_sp_eng_first,translate_sp_eng+first_letter
cerrado,c,translate_sp_eng_first,translate_sp_eng+first_letter
uno,o,translate_sp_eng_first,translate_sp_eng+first_letter
dos,t,translate_sp_eng_first,translate_sp_eng+first_letter
tres,t,translate_sp_eng_first,translate_sp_eng+first_letter
cuatro,f,translate_sp_eng_first,translate_sp_eng+first_letter
cinco,f,translate_sp_eng_first,translate_sp_eng+first_letter
seis,s,translate_sp_eng_first,translate_sp_eng+first_letter
siete,s,translate_sp_eng_first,translate_sp_eng+first_letter
ocho,e,translate_sp_eng_first,translate_sp_eng+first_letter
nueve,n,translate_sp_eng_first,translate_sp_eng+first_letter
diez,t,translate_sp_eng_first,translate_sp_eng+first_letter
cien,h,translate_sp_eng_first,translate_sp_eng+first_letter
mil,t,translate_sp_eng_first,translate_sp_eng+first_letter
hermano,b,translate_sp_eng_first,translate_sp_eng+first_letter
hermana,s,translate_sp_eng_first,translate_sp_eng+first_letter
padre,f,translate_sp_eng_first,translate_sp_eng+first_letter
madre,m,translate_sp_eng_first,translate_sp_eng+first_letter
hijo,s,translate_sp_eng_first,translate_sp_eng+first_letter
hija,d,translate_sp_eng_first,translate_sp_eng+first_letter
esposo,h,translate_sp_eng_first,translate_sp_eng+first_letter
esposa,w,translate_sp_eng_first,translate_sp_eng+first_letter
abuelo,g,translate_sp_eng_first,translate_sp_eng+first_letter
abuela,g,translate_sp_eng_first,translate_sp_eng+first_letter
tío,u,translate_sp_eng_first,translate_sp_eng+first_letter
tía,a,translate_sp_eng_first,translate_sp_eng+first_letter
primo,c,translate_sp_eng_first,translate_sp_eng+first_letter
rey,k,translate_sp_eng_first,translate_sp_eng+first_letter
reina,q,translate_sp_eng_first,translate_sp_eng+first_letter
príncipe,p,translate_sp_eng_first,translate_sp_eng+first_letter
princesa,p,translate_sp_eng_first,translate_sp_eng+first_letter
hombre,m,translate_sp_eng_first,translate_sp_eng+first_letter
mujer,w,translate_sp_eng_first,translate_sp_eng+first_letter
niña,g,translate_sp_eng_first,translate_sp_eng+first_letter
bebé,b,translate_sp_eng_first,translate_sp_eng+first_letter
médico,d,translate_sp_eng_first,translate_sp_eng+first_letter
enfermera,n,translate_sp_eng_first,translate_sp_eng+first_letter
abogado,l,translate_sp_eng_first,translate_sp_eng+first_letter
policía,p,translate_sp_eng_first,translate_sp_eng+first_letter
soldado,s,translate_sp_eng_first,translate_sp_eng+first_letter
granjero,f,translate_sp_eng_first,translate_sp_eng+first_letter
trabajador,w,translate_sp_eng_first,translate_sp_eng+first_letter
artista,a,translate_sp_eng_first,translate_sp_eng+first_letter
músico,m,translate_sp_eng_first,translate_sp_eng+first_letter
cantante,s,translate_sp_eng_first,translate_sp_eng+first_letter
hola,o,translate_sp_eng_last,translate_sp_eng+last_letter
adiós,e,translate_sp_eng_last,translate_sp_eng+last_letter
gracias,u,translate_sp_eng_last,translate_sp_eng+last_letter
por favor,e,translate_sp_eng_last,translate_sp_eng+last_letter
sí,s,translate_sp_eng_last,translate_sp_eng+last_letter
agua,r,translate_sp_eng_last,translate_sp_eng+last_letter
casa,e,translate_sp_eng_last,translate_sp_eng+last_letter
gato,t,translate_sp_eng_last,translate_sp_eng+last_letter
perro,g,translate_sp_eng_last,translate_sp_eng+last_letter
buenos días,g,translate_sp_eng_last,translate_sp_eng+last_letter
buenas tardes,g,translate_sp_eng_last,translate_sp_eng+last_letter
buenas noches,t,translate_sp_eng_last,translate_sp_eng+last_letter
cómo estás,u,translate_sp_eng_last,translate_sp_eng+last_letter
te quiero,u,translate_sp_eng_last,translate_sp_eng+last_letter
amigo,d,translate_sp_eng_last,translate_sp_eng+last_letter
familia,y,translate_sp_eng_last,translate_sp_eng+last_letter
comida,d,translate_sp_eng_last,translate_sp_eng+last_letter
libro,k,translate_sp_eng_last,translate_sp_eng+last_letter
coche,r,translate_sp_eng_last,translate_sp_eng+last_letter
árbol,e,translate_sp_eng_last,translate_sp_eng+last_letter
flor,r,translate_sp_eng_last,translate_sp_eng+last_letter
sol,n,translate_sp_eng_last,translate_sp_eng+last_letter
luna,n,translate_sp_eng_last,translate_sp_eng+last_letter
estrella,r,translate_sp_eng_last,translate_sp_eng+last_letter
pan,d,translate_sp_eng_last,translate_sp_eng+last_letter
queso,e,translate_sp_eng_last,translate_sp_eng+last_letter
vino,e,translate_sp_eng_last,translate_sp_eng+last_letter
té,a,translate_sp_eng_last,translate_sp_eng+last_letter
leche,k,translate_sp_eng_last,translate_sp_eng+last_letter
azúcar,r,translate_sp_eng_last,translate_sp_eng+last_letter
sal,t,translate_sp_eng_last,translate_sp_eng+last_letter
pimienta,r,translate_sp_eng_last,translate_sp_eng+last_letter
mesa,e,translate_sp_eng_last,translate_sp_eng+last_letter
silla,r,translate_sp_eng_last,translate_sp_eng+last_letter
puerta,r,translate_sp_eng_last,translate_sp_eng+last_letter
ventana,w,translate_sp_eng_last,translate_sp_eng+last_letter
calle,t,translate_sp_eng_last,translate_sp_eng+last_letter
ciudad,y,translate_sp_eng_last,translate_sp_eng+last_letter
país,y,translate_sp_eng_last,translate_sp_eng+last_letter
mundo,d,translate_sp_eng_last,translate_sp_eng+last_letter
tiempo,e,translate_sp_eng_last,translate_sp_eng+last_letter
día,y,translate_sp_eng_last,translate_sp_eng+last_letter
noche,t,translate_sp_eng_last,translate_sp_eng+last_letter
semana,k,translate_sp_eng_last,translate_sp_eng+last_letter
mes,h,translate_sp_eng_last,translate_sp_eng+last_letter
año,r,translate_sp_eng_last,translate_sp_eng+last_letter
hoy,y,translate_sp_eng_last,translate_sp_eng+last_letter
mañana,w,translate_sp_eng_last,translate_sp_eng+last_letter
ayer,y,translate_sp_eng_last,translate_sp_eng+last_letter
niño,d,translate_sp_eng_last,translate_sp_eng+last_letter
escuela,l,translate_sp_eng_last,translate_sp_eng+last_letter
estudiante,t,translate_sp_eng_last,translate_sp_eng+last_letter
profesor,r,translate_sp_eng_last,translate_sp_eng+last_letter
manzana,e,translate_sp_eng_last,translate_sp_eng+last_letter
naranja,e,translate_sp_eng_last,translate_sp_eng+last_letter
pez,h,translate_sp_eng_last,translate_sp_eng+last_letter
pájaro,d,translate_sp_eng_last,translate_sp_eng+last_letter
caballo,e,translate_sp_eng_last,translate_sp_eng+last_letter
carta,r,translate_sp_eng_last,translate_sp_eng+last_letter
palabra,d,translate_sp_eng_last,translate_sp_eng+last_letter
frase,e,translate_sp_eng_last,translate_sp_eng+last_letter
página,e,translate_sp_eng_last,translate_sp_eng+last_letter
música,c,translate_sp_eng_last,translate_sp_eng+last_letter
canción,g,translate_sp_eng_last,translate_sp_eng+last_letter
baile,e,translate_sp_eng_last,translate_sp_eng+last_letter
juego,e,translate_sp_eng_last,translate_sp_eng+last_letter
deporte,t,translate_sp_eng_last,translate_sp_eng+last_letter
pelota,l,translate_sp_eng_last,translate_sp_eng+last_letter
mano,d,translate_sp_eng_last,translate_sp_eng+last_letter
pie,t,translate_sp_eng_last,translate_sp_eng+last_letter
cabeza,d,translate_sp_eng_last,translate_sp_eng+last_letter
ojo,e,translate_sp_eng_last,translate_sp_eng+last_letter
oreja,r,translate_sp_eng_last,translate_sp_eng+last_letter
nariz,e,translate_sp_eng_last,translate_sp_eng+last_letter
boca,h,translate_sp_eng_last,translate_sp_eng+last_letter
corazón,t,translate_sp_eng_last,translate_sp_eng+last_letter
cerebro,n,translate_sp_eng_last,translate_sp_eng+last_letter
cuerpo,y,translate_sp_eng_last,translate_sp_eng+last_letter
rojo,d,translate_sp_eng_last,translate_sp_eng+last_letter
azul,e,translate_sp_eng_last,translate_sp_eng+last_letter
verde,n,translate_sp_eng_last,translate_sp_eng+last_letter
amarillo,w,translate_sp_eng_last,translate_sp_eng+last_letter
negro,k,translate_sp_eng_last,translate_sp_eng+last_letter
blanco,e,translate_sp_eng_last,translate_sp_eng+last_letter
morado,e,translate_sp_eng_last,translate_sp_eng+last_letter
rosa,k,translate_sp_eng_last,translate_sp_eng+last_letter
gris,y,translate_sp_eng_last,translate_sp_eng+last_letter
marrón,n,translate_sp_eng_last,translate_sp_eng+last_letter
grande,g,translate_sp_eng_last,translate_sp_eng+last_letter
pequeño,l,translate_sp_eng_last,translate_sp_eng+last_letter
caliente,t,translate_sp_eng_last,translate_sp_eng+last_letter
frío,d,translate_sp_eng_last,translate_sp_eng+last_letter
nuevo,w,translate_sp_eng_last,translate_sp_eng+last_letter
viejo,d,translate_sp_eng_last,translate_sp_eng+last_letter
bueno,d,translate_sp_eng_last,translate_sp_eng+last_letter
malo,d,translate_sp_eng_last,translate_sp_eng+last_letter
feliz,y,translate_sp_eng_last,translate_sp_eng+last_letter
triste,d,translate_sp_eng_last,translate_sp_eng+last_letter
rápido,t,translate_sp_eng_last,translate_sp_eng+last_letter
lento,w,translate_sp_eng_last,translate_sp_eng+last_letter
fuerte,g,translate_sp_eng_last,translate_sp_eng+last_letter
débil,k,translate_sp_eng_last,translate_sp_eng+last_letter
hermoso,l,translate_sp_eng_last,translate_sp_eng+last_letter
feo,y,translate_sp_eng_last,translate_sp_eng+last_letter
joven,g,translate_sp_eng_last,translate_sp_eng+last_letter
rico,h,translate_sp_eng_last,translate_sp_eng+last_letter
pobre,r,translate_sp_eng_last,translate_sp_eng+last_letter
limpio,n,translate_sp_eng_last,translate_sp_eng+last_letter
sucio,y,translate_sp_eng_last,translate_sp_eng+last_letter
fácil,y,translate_sp_eng_last,translate_sp_eng+last_letter
difícil,t,translate_sp_eng_last,translate_sp_eng+last_letter
largo,g,translate_sp_eng_last,translate_sp_eng+last_letter
corto,t,translate_sp_eng_last,translate_sp_eng+last_letter
alto,h,translate_sp_eng_last,translate_sp_eng+last_letter
bajo,w,translate_sp_eng_last,translate_sp_eng+last_letter
ancho,e,translate_sp_eng_last,translate_sp_eng+last_letter
estrecho,w,translate_sp_eng_last,translate_sp_eng+last_letter
pesado,y,translate_sp_eng_last,translate_sp_eng+last_letter
ligero,t,translate_sp_eng_last,translate_sp_eng+last_letter
lleno,l,translate_sp_eng_last,translate_sp_eng+last_letter
vacío,y,translate_sp_eng_last,translate_sp_eng+last_letter
derecho,t,translate_sp_eng_last,translate_sp_eng+last_letter
izquierdo,t,translate_sp_eng_last,translate_sp_eng+last_letter
arriba,p,translate_sp_eng_last,translate_sp_eng+last_letter
abajo,n,translate_sp_eng_last,translate_sp_eng+last_letter
dentro,e,translate_sp_eng_last,translate_sp_eng+last_letter
fuera,e,translate_sp_eng_last,translate_sp_eng+last_letter
frente,t,translate_sp_eng_last,translate_sp_eng+last_letter
atrás,k,translate_sp_eng_last,translate_sp_eng+last_letter
cerca,r,translate_sp_eng_last,translate_sp_eng+last_letter
lejos,r,translate_sp_eng_last,translate_sp_eng+last_letter
primero,t,translate_sp_eng_last,translate_sp_eng+last_letter
último,t,translate_sp_eng_last,translate_sp_eng+last_letter
abierto,n,translate_sp_eng_last,translate_sp_eng+last_letter
cerrado,d,translate_sp_eng_last,translate_sp_eng+last_letter
uno,e,translate_sp_eng_last,translate_sp_eng+last_letter
dos,o,translate_sp_eng_last,translate_sp_eng+last_letter
tres,e,translate_sp_eng_last,translate_sp_eng+last_letter
cuatro,r,translate_sp_eng_last,translate_sp_eng+last_letter
cinco,e,translate_sp_eng_last,translate_sp_eng+last_letter
seis,x,translate_sp_eng_last,translate_sp_eng+last_letter
siete,n,translate_sp_eng_last,translate_sp_eng+last_letter
ocho,t,translate_sp_eng_last,translate_sp_eng+last_letter
nueve,e,translate_sp_eng_last,translate_sp_eng+last_letter
diez,n,translate_sp_eng_last,translate_sp_eng+last_letter
cien,d,translate_sp_eng_last,translate_sp_eng+last_letter
mil,d,translate_sp_eng_last,translate_sp_eng+last_letter
hermano,r,translate_sp_eng_last,translate_sp_eng+last_letter
hermana,r,translate_sp_eng_last,translate_sp_eng+last_letter
padre,r,translate_sp_eng_last,translate_sp_eng+last_letter
madre,r,translate_sp_eng_last,translate_sp_eng+last_letter
hijo,n,translate_sp_eng_last,translate_sp_eng+last_letter
hija,r,translate_sp_eng_last,translate_sp_eng+last_letter
esposo,d,translate_sp_eng_last,translate_sp_eng+last_letter
esposa,e,translate_sp_eng_last,translate_sp_eng+last_letter
abuelo,r,translate_sp_eng_last,translate_sp_eng+last_letter
abuela,r,translate_sp_eng_last,translate_sp_eng+last_letter
tío,e,translate_sp_eng_last,translate_sp_eng+last_letter
tía,t,translate_sp_eng_last,translate_sp_eng+last_letter
primo,n,translate_sp_eng_last,translate_sp_eng+last_letter
rey,g,translate_sp_eng_last,translate_sp_eng+last_letter
reina,n,translate_sp_eng_last,translate_sp_eng+last_letter
príncipe,e,translate_sp_eng_last,translate_sp_eng+last_letter
princesa,s,translate_sp_eng_last,translate_sp_eng+last_letter
hombre,n,translate_sp_eng_last,translate_sp_eng+last_letter
mujer,n,translate_sp_eng_last,translate_sp_eng+last_letter
niña,l,translate_sp_eng_last,translate_sp_eng+last_letter
bebé,y,translate_sp_eng_last,translate_sp_eng+last_letter
médico,r,translate_sp_eng_last,translate_sp_eng+last_letter
enfermera,e,translate_sp_eng_last,translate_sp_eng+last_letter
abogado,r,translate_sp_eng_last,translate_sp_eng+last_letter
policía,e,translate_sp_eng_last,translate_sp_eng+last_letter
soldado,r,translate_sp_eng_last,translate_sp_eng+last_letter
granjero,r,translate_sp_eng_last,translate_sp_eng+last_letter
trabajador,r,translate_sp_eng_last,translate_sp_eng+last_letter
artista,t,translate_sp_eng_last,translate_sp_eng+last_letter
músico,n,translate_sp_eng_last,translate_sp_eng+last_letter
cantante,r,translate_sp_eng_last,translate_sp_eng+last_letter
run,RUNNING,gerund_upper,present_to_gerund+uppercase
swim,SWIMMING,gerund_upper,present_to_gerund+uppercase
walk,WALKING,gerund_upper,present_to_gerund+uppercase
jump,JUMPING,gerund_upper,present_to_gerund+uppercase
dance,DANCING,gerund_upper,present_to_gerund+uppercase
sing,SINGING,gerund_upper,present_to_gerund+uppercase
read,READING,gerund_upper,present_to_gerund+uppercase
write,WRITING,gerund_upper,present_to_gerund+uppercase
sleep,SLEEPING,gerund_upper,present_to_gerund+uppercase
eat,EATING,gerund_upper,present_to_gerund+uppercase
drink,DRINKING,gerund_upper,present_to_gerund+uppercase
talk,TALKING,gerund_upper,present_to_gerund+uppercase
listen,LISTENING,gerund_upper,present_to_gerund+uppercase
think,THINKING,gerund_upper,present_to_gerund+uppercase
work,WORKING,gerund_upper,present_to_gerund+uppercase
play,PLAYING,gerund_upper,present_to_gerund+uppercase
study,STUDYING,gerund_upper,present_to_gerund+uppercase
learn,LEARNING,gerund_upper,present_to_gerund+uppercase
teach,TEACHING,gerund_upper,present_to_gerund+uppercase
build,BUILDING,gerund_upper,present_to_gerund+uppercase
create,CREATING,gerund_upper,present_to_gerund+uppercase
paint,PAINTING,gerund_upper,present_to_gerund+uppercase
draw,DRAWING,gerund_upper,present_to_gerund+uppercase
cook,COOKING,gerund_upper,present_to_gerund+uppercase
bake,BAKING,gerund_upper,present_to_gerund+uppercase
clean,CLEANING,gerund_upper,present_to_gerund+uppercase
wash,WASHING,gerund_upper,present_to_gerund+uppercase
drive,DRIVING,gerund_upper,present_to_gerund+uppercase
fly,FLYING,gerund_upper,present_to_gerund+uppercase
sail,SAILING,gerund_upper,present_to_gerund+uppercase
climb,CLIMBING,gerund_upper,present_to_gerund+uppercase
hike,HIKING,gerund_upper,present_to_gerund+uppercase
bike,BIKING,gerund_upper,present_to_gerund+uppercase
ski,SKIING,gerund_upper,present_to_gerund+uppercase
skate,SKATING,gerund_upper,present_to_gerund+uppercase
fish,FISHING,gerund_upper,present_to_gerund+uppercase
hunt,HUNTING,gerund_upper,present_to_gerund+uppercase
camp,CAMPING,gerund_upper,present_to_gerund+uppercase
travel,TRAVELING,gerund_upper,present_to_gerund+uppercase
explore,EXPLORING,gerund_upper,present_to_gerund+uppercase
laugh,LAUGHING,gerund_upper,present_to_gerund+uppercase
smile,SMILING,gerund_upper,present_to_gerund+uppercase
cry,CRYING,gerund_upper,present_to_gerund+uppercase
shout,SHOUTING,gerund_upper,present_to_gerund+uppercase
whisper,WHISPERING,gerund_upper,present_to_gerund+uppercase
love,LOVING,gerund_upper,present_to_gerund+uppercase
hate,HATING,gerund_upper,present_to_gerund+uppercase
help,HELPING,gerund_upper,present_to_gerund+uppercase
share,SHARING,gerund_upper,present_to_gerund+uppercase
care,CARING,gerund_upper,present_to_gerund+uppercase
meet,MEETING,gerund_upper,present_to_gerund+uppercase
see,SEEING,gerund_upper,present_to_gerund+uppercase
hear,HEARING,gerund_upper,present_to_gerund+uppercase
feel,FEELING,gerund_upper,present_to_gerund+uppercase
smell,SMELLING,gerund_upper,present_to_gerund+uppercase
taste,TASTING,gerund_upper,present_to_gerund+uppercase
touch,TOUCHING,gerund_upper,present_to_gerund+uppercase
hold,HOLDING,gerund_upper,present_to_gerund+uppercase
carry,CARRYING,gerund_upper,present_to_gerund+uppercase
throw,THROWING,gerund_upper,present_to_gerund+uppercase
catch,CATCHING,gerund_upper,present_to_gerund+uppercase
push,PUSHING,gerund_upper,present_to_gerund+uppercase
pull,PULLING,gerund_upper,present_to_gerund+uppercase
open,OPENING,gerund_upper,present_to_gerund+uppercase
close,CLOSING,gerund_upper,present_to_gerund+uppercase
start,STARTING,gerund_upper,present_to_gerund+uppercase
stop,STOPPING,gerund_upper,present_to_gerund+uppercase
begin,BEGINNING,gerund_upper,present_to_gerund+uppercase
end,ENDING,gerund_upper,present_to_gerund+uppercase
finish,FINISHING,gerund_upper,present_to_gerund+uppercase
stand,STANDING,gerund_upper,present_to_gerund+uppercase
sit,SITTING,gerund_upper,present_to_gerund+uppercase
lie,LYING,gerund_upper,present_to_gerund+uppercase
kneel,KNEELING,gerund_upper,present_to_gerund+uppercase
bend,BENDING,gerund_upper,present_to_gerund+uppercase
stretch,STRETCHING,gerund_upper,present_to_gerund+uppercase
relax,RELAXING,gerund_upper,present_to_gerund+uppercase
rest,RESTING,gerund_upper,present_to_gerund+uppercase
wait,WAITING,gerund_upper,present_to_gerund+uppercase
move,MOVING,gerund_upper,present_to_gerund+uppercase
live,LIVING,gerund_upper,present_to_gerund+uppercase
give,GIVING,gerund_upper,present_to_gerund+uppercase
take,TAKING,gerund_upper,present_to_gerund+uppercase
make,MAKING,gerund_upper,present_to_gerund+uppercase
come,COMING,gerund_upper,present_to_gerund+uppercase
leave,LEAVING,gerund_upper,present_to_gerund+uppercase
arrive,ARRIVING,gerund_upper,present_to_gerund+uppercase
believe,BELIEVING,gerund_upper,present_to_gerund+uppercase
achieve,ACHIEVING,gerund_upper,present_to_gerund+uppercase
receive,RECEIVING,gerund_upper,present_to_gerund+uppercase
decide,DECIDING,gerund_upper,present_to_gerund+uppercase
hope,HOPING,gerund_upper,present_to_gerund+uppercase
change,CHANGING,gerund_upper,present_to_gerund+uppercase
manage,MANAGING,gerund_upper,present_to_gerund+uppercase
improve,IMPROVING,gerund_upper,present_to_gerund+uppercase
